Title,Description
«ΣΠΑΡΤΙΑΤΕΣ»: Το «Καραβάνι Ανθρωπιάς» σε Καρδίτσα & Τρίκαλα,"Περιοδεία των «ΣΠΑΡΤΙΑΤΩΝ» με επικεφαλής τους Βουλευτές μας, Πέτρο Δημητριάδη, Αλέξανδρο Ζερβέα και Θανάση Χαλκιά, στους δοκιμαζόμενους Έλληνες σε Ριζοβούνι και Αγναντερό Καρδίτσας, Φαρκαδόνα και Γριζάνο Τρικάλων."
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας στις πληγείσες περιοχές από φωτιές στην Αλεξανδρούπολη","Κοντά στους πυρόπληκτους βρέθηκε την Τετάρτη 23 Αυγούστου 2023 ο πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας με στελέχη του κόμματος, οι οποίοι επισκέφθηκαν τις πληγείσες περιοχές, από την πύρινη λαίλαπα, στην Αλεξανδρούπολη. Σημείο εκκίνησης το Νομαρχείο Αλεξανδρούπολης, όπου ενημερώθηκε για τα μέτωπα της φωτιάς στον Έβρο από τον Περιφερειάρχη Ανατολικής Μακεδονίας και Θράκης, κ. Χρήστο Μέτιο, τον Αντιπεριφερειάρχη Έβρου στην Περιφέρεια Ανατολικής Μακεδονίας και Θράκης, κ. Δημήτρη Πέτροβιτς, και τον Αντιπεριφερειάρχη Τουρισμού ΑΜΘ, κ. Θανάση Τσώνη.
Στη συνέχεια μοιράστηκαν στην Πυροσβεστική Υπηρεσία και την Ελληνικη Αστυνομία δύο τόνοι εμφιαλωμένα νερά και τρόφιμα στους ηρωικούς Προσβέστες και Αστυνομικούς που μάχονται για πέντε μέρες με τις φλόγες στον Έβρο και προστατεύουν τον φυσικό μας πλούτο και τις περιουσίες των συμπολιτών μας."
Δήλωση Προέδρου «ΣΠΑΡΤΙΑΤΩΝ» Β. Στίγκα για τις ηλεκτρονικές ταυτότητες στο Δελτίο Ειδήσεων του Alpha,21/08/23
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας στο Live News και τον Νίκο Ευαγγελάτο (MEGA TV)",01/09/2023
Οι «ΣΠΑΡΤΙΑΤΕΣ» στο ετήσιο Μνημόσυνο υπέρ αναπαύσεως των ψυχών στην Πηγάδα Μελιγαλά,"Το κόμμα μας εκπροσώπησε ο Βουλευτής Β’ Πειραιώς, Αλέξανδρος Ζερβέας, ο οποίος απέδωσε φόρο τιμής καταθέτοντας στεφάνι στη μνήμη των Ελλήνων που σφαγιάσθηκαν από τις εγκληματικές συμμορίες του ΚΚΕ."
"Δήλωση, Χ. Κατσιβαρδά, για την θρασύδειλη επίθεση κατά του πολιτευτή και δικηγόρου, Σωτήρη Μεταξά",15/09/23
"Ομιλία, Βουλευτή Β1' Βορείου Τομέα Αθηνών Χάρη Κατσιβαρδά, για τις πλημμύρες και τη βιομηχανία",14/09/23
"Ομιλία, Βουλευτή Αιτωλοακαρνανίας Διονύση Βαλτογιάννη,  για τις πλημμύρες και τη βιομηχανία",14/09/23
"Ομιλία, Προέδρου Κ.Ο. Βασίλη Στίγκα στη Βουλή για τις πλημμύρες και τη Δικαστική Αστυνομία",13/09/23
"Ερώτηση Προέδρου Κ.Ο. Βασίλη Στίγκα, στην υφυπουργό Παιδείας περί προπαγάνδας των ΛΟΑΤΚΙ σε σχολεία",13/09/23
"Δευτερολογία, Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, για πλημμύρες και Δικαστική Αστυνομία",13/09/23
"Πρωτολογία, Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, για πλημμύρες και Δικαστική Αστυνομία",13/09/23
"«ΣΠΑΡΤΙΑΤΕΣ»: Ο Βουλευτής Α' Αθηνών, Αθανάσιος Χαλκιάς, στην εκπομπή «Τι λέει ο Νόμος» (ΒΟΥΛΗ TV)",14/09/2023
"Ο Πρόεδρος της Κ.Ο. «ΣΠΑΡΤΙΑΤΕΣ», Β. Στίγκας, για την Επιτάχυνση λειτουργίας Δικαστικής Αστυνομίας",13/09/2023
"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη για τις αλλαγές στον Κανονισμό της Βουλής",07/09/23
"Ομιλία στην Ολομέλεια του Βουλευτή Α' Αθηνών, Θανάση Χαλκιά, για την οικονομία και τις φωτιές",04/09/2023
"Ομιλία Βουλευτή Αιτωλοακαρνανίας, Δ. Βαλτογιάννη, για τη σύμβαση παραχώρησης του Ο.Λ. Ηγουμενίτσας",05/09/2023
Παρέμβαση Βασίλη Στίγκα στη Βουλή και απάντηση στο ΠΑΣΟΚ για κατηγορίες κατά «ΣΠΑΡΤΙΑΤΩΝ»,05/09/2023
«ΣΠΑΡΤΙΑΤΕΣ»: Η διαφορετική Πατριωτική οπτική!,Όταν η Πατρίδα είναι πάνω από τις πολιτικές διαφορές...
