,Id,Title,Published_Date,Description,Tags,Views,Likes,Dislikes,Comments,Date,Time,LikestoViews,CommentstoViews,DislikestoViews,Combined_Metric
114,fhB6NDXTVyw,"Ομιλία του Βουλευτή Ηρακλείου, Μιχαήλ Γαυγιωτάκη, για την κύρωση του Κρατικού Προϋπολογισμού",2023-12-15 08:12:45+00:00,14/12/2023,[],126,12,0,0,2023-12-15,08:12:45,0.09523809523809523,0.0,0.0,59.7
115,dvLSvaaU4FY,"Ομιλία Βουλευτή Β' Θεσσαλονίκης, Π. Δημητριάδη, στην Εξεταστική Επιτροπή για το έγκλημα των Τεμπών",2023-12-14 11:42:11+00:00,14/12/2023,[],130,19,0,0,2023-12-14,11:42:11,0.14615384615384616,0.0,0.0,63.25
116,_bvvfkzwhVw,"Ομιλία Βουλευτή Β2' Δυτικού Τομέα Αθηνών, Γιώργου Μανούσου για κύρωση του Κρατικού Προϋπολογισμού",2023-12-14 09:05:26+00:00,14/12/2023,[],126,12,0,0,2023-12-14,09:05:26,0.09523809523809523,0.0,0.0,59.7
117,kMBAvbmTKGM,"Ομιλία Βουλευτή Α' Αθηνών, Αθανάσιου Χαλκιά, για την κύρωση του Κρατικού Προϋπολογισμού έτους 2024",2023-12-14 08:52:25+00:00,13/12/2023,[],217,12,0,0,2023-12-14,08:52:25,0.055299539170506916,0.0,0.0,100.65
118,g-M-VoKUHfw,«ΣΠΑΡΤΙΑΤΕΣ»: Η μοναδική πατριωτική φωνή στην Ελληνική Βουλή!,2023-12-13 15:22:21+00:00,Βίντεο (spot campaign) για την Επίσημη Σελίδα μας στο Facebook,[],115,13,0,0,2023-12-13,15:22:21,0.11304347826086956,0.0,0.0,55.0
119,FRqjMYePF9s,"Ομιλία Βουλευτή Α' Θεσσαλονίκης, Ι. Κόντη, για Σ/Ν Υπουργείου Οικονομικών για κύρωση Προϋπολογισμού",2023-12-13 12:32:14+00:00,13/12/2023,[],92,7,0,0,2023-12-13,12:32:14,0.07608695652173914,0.0,0.0,43.15
120,sPlgDSwAhyw,"Ομιλία Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, για το Σ/Ν του Υπουργείου Εθνικής Οικονομίας",2023-12-13 09:51:57+00:00,12/12/2023,[],116,7,0,0,2023-12-13,09:51:57,0.0603448275862069,0.0,0.0,53.95
121,sMB2RE0MZRI,"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, στην Διαρκή Επιτροπή Οικονομικών Υποθέσεων",2023-12-13 09:29:16+00:00,12/12/2023,[],45,8,0,0,2023-12-13,09:29:16,0.17777777777777778,0.0,0.0,22.25
122,8aV1mhFDfIw,"Ο Βουλευτής Αιτωλοακαρνανίας, Διονύσης Βαλτογιάννης, στην Διαρκή Επιτροπή Παραγωγής και Εμπορίου",2023-12-13 09:22:36+00:00,12/12/2023,[],88,9,0,0,2023-12-13,09:22:36,0.10227272727272728,0.0,0.0,41.85
123,_4tlAp2DuwE,"Ο Βουλευτής Β' Θεσσαλονίκης, Πέτρος Δημητριάδης, στην Εξεταστική Επιτροπή για το έγκλημα των Τεμπών",2023-12-13 09:18:43+00:00,13/12/2023,[],55,12,0,0,2023-12-13,09:18:43,0.21818181818181817,0.0,0.0,27.75
